shot_type,made_shot,shot_value,coordinate_x,coordinate_y,shooting_team,home_score,away_score,qtr,quarter_seconds_remaining,game_seconds_remaining,distance,shot_group,shooting_team_encoded,shot_type_encoded,shot_group_encoded
Free Throw - 2 of 2,True,1,-214748365,-214748365,New York,50,54,3,209,809,303700050.28044766,Free Throw,8,18,1
Pullup Jump Shot,False,0,1,11,Dallas,50,54,3,196,796,11.045361017187261,Jump Shot,3,42,3
Jump Shot,True,3,2,25,Dallas,50,57,3,191,791,25.079872407968907,Jump Shot,3,34,3
Finger Roll Layup,True,2,-3,2,New York,52,57,3,173,773,3.605551275463989,,8,13,7
Cutting Layup Shot,True,2,-3,2,Dallas,52,59,3,153,753,3.605551275463989,Layup,3,3,4
Jump Shot,False,0,-9,22,New York,52,59,3,133,733,23.769728648009426,Jump Shot,8,34,3
Step Back Jump Shot,True,3,-18,16,Dallas,52,62,3,115,715,24.08318915758459,Jump Shot,3,51,3
Pullup Jump Shot,False,0,-11,15,New York,52,62,3,101,701,18.601075237738275,Jump Shot,8,42,3
Jump Shot,False,0,-18,15,Dallas,52,62,3,80,680,23.430749027719962,Jump Shot,3,34,3
Step Back Jump Shot,True,3,-21,13,New York,55,62,3,73,673,24.698178070456937,Jump Shot,8,51,3
Pullup Jump Shot,False,0,-10,23,New York,55,62,3,36,636,25.079872407968907,Jump Shot,8,42,3
Free Throw - 1 of 2,False,0,-214748365,-214748365,Dallas,55,62,3,16,616,303700050.28044766,Free Throw,3,16,1
Free Throw - 2 of 2,False,0,-214748365,-214748365,Dallas,55,62,3,16,616,303700050.28044766,Free Throw,3,18,1
Jump Shot,False,0,23,1,New York,55,62,3,1,601,23.021728866442675,Jump Shot,8,34,3
Free Throw - 1 of 2,True,1,-214748365,-214748365,Dallas,55,63,4,587,587,303700050.28044766,Free Throw,3,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,Dallas,55,64,4,587,587,303700050.28044766,Free Throw,3,18,1
Turnaround Fade Away Jump Shot,False,0,-13,2,Dallas,55,64,4,549,549,13.152946437965905,Jump Shot,3,54,3
Alley Oop Layup Shot,True,2,2,1,New York,57,64,4,538,538,2.23606797749979,Layup,8,1,4
Cutting Layup Shot,True,2,-3,1,Dallas,57,66,4,523,523,3.1622776601683795,Layup,3,3,4
Cutting Layup Shot,False,0,-2,1,New York,57,66,4,503,503,2.23606797749979,Layup,8,3,4
Layup Shot,False,0,-3,1,Dallas,57,66,4,485,485,3.1622776601683795,Layup,3,38,4
Pullup Jump Shot,True,3,15,19,New York,60,66,4,476,476,24.20743687382041,Jump Shot,8,42,3
Cutting Layup Shot,False,0,2,4,Dallas,60,66,4,459,459,4.47213595499958,Layup,3,3,4
Driving Layup Shot,True,2,-2,1,Dallas,60,68,4,444,444,2.23606797749979,Layup,3,10,4
Jump Shot,True,3,-10,22,New York,63,68,4,424,424,24.166091947189145,Jump Shot,8,34,3
Jump Shot,True,3,-20,13,Dallas,63,71,4,408,408,23.853720883753127,Jump Shot,3,34,3
Alley Oop Layup Shot,False,0,-2,1,New York,63,71,4,390,390,2.23606797749979,Layup,8,1,4
Running Pullup Jump Shot,True,2,-4,12,Dallas,63,73,4,383,383,12.649110640673518,,3,49,7
Free Throw - 1 of 2,False,0,-214748365,-214748365,New York,63,73,4,367,367,303700050.28044766,Free Throw,8,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,New York,64,73,4,367,367,303700050.28044766,Free Throw,8,18,1
Jump Shot,False,0,-2,23,Dallas,64,73,4,352,352,23.08679276123039,Jump Shot,3,34,3
Turnaround Jump Shot,True,2,7,13,New York,66,73,4,337,337,14.7648230602334,Jump Shot,8,57,3
Driving Finger Roll Layup,True,2,-3,1,Dallas,66,75,4,317,317,3.1622776601683795,Layup,3,5,4
Jump Shot,False,0,-14,20,New York,66,75,4,298,298,24.413111231467404,Jump Shot,8,34,3
Driving Layup Shot,False,0,-3,3,Dallas,66,75,4,279,279,4.242640687119285,Layup,3,10,4
Tip Shot,False,0,-2,1,Dallas,66,75,4,274,274,2.23606797749979,Tip Shot,3,52,6
Free Throw - 1 of 2,True,1,-214748365,-214748365,Dallas,66,76,4,224,224,303700050.28044766,Free Throw,3,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,Dallas,66,77,4,224,224,303700050.28044766,Free Throw,3,18,1
Layup Shot,True,2,3,1,New York,68,77,4,211,211,3.1622776601683795,Layup,8,38,4
Driving Hook Shot,True,2,5,2,Dallas,68,79,4,182,182,5.385164807134504,Hook Shot,3,8,2
Free Throw - 1 of 2,True,1,-214748365,-214748365,New York,69,79,4,166,166,303700050.28044766,Free Throw,8,16,1
Free Throw - 2 of 2,False,0,-214748365,-214748365,New York,69,79,4,166,166,303700050.28044766,Free Throw,8,18,1
Pullup Jump Shot,False,0,-9,14,Dallas,69,79,4,150,150,16.64331697709324,Jump Shot,3,42,3
Driving Floating Bank Jump Shot,True,2,6,3,New York,71,79,4,132,132,6.708203932499369,,8,6,7
Jump Shot,False,0,-11,23,Dallas,71,79,4,105,105,25.495097567963924,Jump Shot,3,34,3
Jump Shot,False,0,-18,0,New York,71,79,4,83,83,18.0,Jump Shot,8,34,3
Step Back Jump Shot,False,0,-10,24,Dallas,71,79,4,58,58,26.0,Jump Shot,3,51,3
Free Throw - 1 of 2,True,1,-214748365,-214748365,Dallas,71,80,4,52,52,303700050.28044766,Free Throw,3,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,Dallas,71,81,4,52,52,303700050.28044766,Free Throw,3,18,1
Jump Shot,False,0,0,25,New York,71,81,4,36,36,25.0,Jump Shot,8,34,3
Pullup Jump Shot,False,0,-9,15,New York,71,81,4,1,1,17.4928556845359,Jump Shot,8,42,3
Layup Shot,False,0,1,3,Atlanta,0,0,1,583,2383,3.1622776601683795,Layup,0,38,4
Jump Shot,False,0,-22,2,Indiana,0,0,1,558,2358,22.090722034374522,Jump Shot,4,34,3
Running Layup Shot,True,2,-1,1,Atlanta,0,2,1,550,2350,1.4142135623730951,Layup,0,48,4
Pullup Jump Shot,False,0,13,1,Indiana,0,2,1,529,2329,13.038404810405298,Jump Shot,4,42,3
Jump Shot,False,0,15,23,Atlanta,0,2,1,508,2308,27.459060435491963,Jump Shot,0,34,3
Pullup Jump Shot,False,0,-9,16,Indiana,0,2,1,497,2297,18.35755975068582,Jump Shot,4,42,3
Free Throw - 1 of 2,True,1,-214748365,-214748365,Atlanta,0,3,1,483,2283,303700050.28044766,Free Throw,0,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,Atlanta,0,4,1,483,2283,303700050.28044766,Free Throw,0,18,1
Jump Shot,True,3,-14,22,Atlanta,0,7,1,455,2255,26.076809620810597,Jump Shot,0,34,3
Free Throw - 1 of 2,False,0,-214748365,-214748365,Indiana,0,7,1,436,2236,303700050.28044766,Free Throw,4,16,1
Free Throw - 2 of 2,False,0,-214748365,-214748365,Indiana,0,7,1,436,2236,303700050.28044766,Free Throw,4,18,1
Jump Shot,False,0,-22,-1,Atlanta,0,7,1,426,2226,22.02271554554524,Jump Shot,0,34,3
Running Jump Shot,True,3,-9,24,Indiana,3,7,1,417,2217,25.632011235952593,,4,47,7
Driving Layup Shot,False,0,-1,1,Atlanta,3,7,1,373,2173,1.4142135623730951,Layup,0,10,4
Pullup Jump Shot,False,0,-3,2,Indiana,3,7,1,350,2150,3.605551275463989,Jump Shot,4,42,3
Running Finger Roll Layup,False,0,1,1,Atlanta,3,7,1,341,2141,1.4142135623730951,Layup,0,46,4
Running Layup Shot,True,2,0,0,Indiana,5,7,1,326,2126,0.0,Layup,4,48,4
Free Throw - 1 of 1,True,1,-214748365,-214748365,Indiana,6,7,1,326,2126,303700050.28044766,Free Throw,4,15,1
Free Throw - 1 of 2,False,0,-214748365,-214748365,Indiana,6,7,1,297,2097,303700050.28044766,Free Throw,4,16,1
Free Throw - 2 of 2,False,0,-214748365,-214748365,Indiana,6,7,1,297,2097,303700050.28044766,Free Throw,4,18,1
Pullup Jump Shot,True,2,0,12,Atlanta,6,9,1,284,2084,12.0,Jump Shot,0,42,3
Free Throw - Technical,True,1,-214748365,-214748365,Indiana,7,9,1,266,2066,303700050.28044766,Free Throw,4,29,1
Driving Floating Bank Jump Shot,True,2,-1,2,Indiana,9,9,1,259,2059,2.23606797749979,,4,6,7
Free Throw - 1 of 1,True,1,-214748365,-214748365,Indiana,10,9,1,259,2059,303700050.28044766,Free Throw,4,15,1
Turnaround Fade Away Jump Shot,True,2,0,7,Atlanta,10,11,1,245,2045,7.0,Jump Shot,0,54,3
Turnaround Jump Shot,True,2,7,2,Indiana,12,11,1,219,2019,7.280109889280518,Jump Shot,4,57,3
Turnaround Hook Shot,False,0,-2,6,Atlanta,12,11,1,207,2007,6.324555320336759,Hook Shot,0,56,2
Free Throw - 1 of 2,True,1,-214748365,-214748365,Indiana,13,11,1,187,1987,303700050.28044766,Free Throw,4,16,1
Free Throw - 2 of 2,False,0,-214748365,-214748365,Indiana,13,11,1,187,1987,303700050.28044766,Free Throw,4,18,1
Running Layup Shot,True,2,1,0,Indiana,15,11,1,175,1975,1.0,Layup,4,48,4
Free Throw - 1 of 2,True,1,-214748365,-214748365,Atlanta,15,12,1,168,1968,303700050.28044766,Free Throw,0,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,Atlanta,15,13,1,168,1968,303700050.28044766,Free Throw,0,18,1
Jump Shot,True,3,5,26,Indiana,18,13,1,152,1952,26.476404589747453,Jump Shot,4,34,3
Jump Shot,True,3,24,4,Atlanta,18,16,1,137,1937,24.331050121192877,Jump Shot,0,34,3
Free Throw - 1 of 2,True,1,-214748365,-214748365,Indiana,19,16,1,128,1928,303700050.28044766,Free Throw,4,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,Indiana,20,16,1,128,1928,303700050.28044766,Free Throw,4,18,1
Free Throw - 1 of 2,True,1,-214748365,-214748365,Atlanta,20,17,1,116,1916,303700050.28044766,Free Throw,0,16,1
Free Throw - 2 of 2,False,0,-214748365,-214748365,Atlanta,20,17,1,116,1916,303700050.28044766,Free Throw,0,18,1
Pullup Jump Shot,False,0,13,16,Indiana,20,17,1,94,1894,20.615528128088304,Jump Shot,4,42,3
Driving Layup Shot,True,2,0,1,Atlanta,20,19,1,76,1876,1.0,Layup,0,10,4
Jump Shot,False,0,-23,1,Indiana,20,19,1,69,1869,23.021728866442675,Jump Shot,4,34,3
Jump Shot,False,0,-23,0,Indiana,20,19,1,63,1863,23.0,Jump Shot,4,34,3
Driving Floating Jump Shot,False,0,2,11,Atlanta,20,19,1,55,1855,11.180339887498949,,0,7,7
Pullup Jump Shot,True,2,13,10,Atlanta,20,21,1,33,1833,16.401219466856727,Jump Shot,0,42,3
Turnaround Jump Shot,False,0,0,5,Indiana,20,21,1,16,1816,5.0,Jump Shot,4,57,3
Pullup Jump Shot,False,0,15,25,Atlanta,20,21,1,1,1801,29.154759474226502,Jump Shot,0,42,3
Turnaround Jump Shot,False,0,-5,4,Indiana,20,21,2,587,1787,6.4031242374328485,Jump Shot,4,57,3
Finger Roll Layup,False,0,1,3,Atlanta,20,21,2,566,1766,3.1622776601683795,,0,13,7
Pullup Jump Shot,False,0,-10,19,Indiana,20,21,2,557,1757,21.470910553583888,Jump Shot,4,42,3
Free Throw - 1 of 2,True,1,-214748365,-214748365,Atlanta,20,22,2,544,1744,303700050.28044766,Free Throw,0,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,Atlanta,20,23,2,544,1744,303700050.28044766,Free Throw,0,18,1
Layup Shot,False,0,0,0,Indiana,20,23,2,530,1730,0.0,Layup,4,38,4
Driving Layup Shot,True,2,1,2,Atlanta,20,25,2,516,1716,2.23606797749979,Layup,0,10,4
Driving Layup Shot,False,0,1,1,Indiana,20,25,2,504,1704,1.4142135623730951,Layup,4,10,4
Turnaround Jump Shot,False,0,1,4,Indiana,20,25,2,498,1698,4.123105625617661,Jump Shot,4,57,3
Step Back Jump Shot,False,0,19,0,Indiana,20,25,2,470,1670,19.0,Jump Shot,4,51,3
Turnaround Fade Away Jump Shot,False,0,-13,0,Indiana,20,25,2,436,1636,13.0,Jump Shot,4,54,3
Pullup Jump Shot,False,0,10,16,Indiana,20,25,2,410,1610,18.867962264113206,Jump Shot,4,42,3
Jump Shot,False,0,-1,28,Atlanta,20,25,2,384,1584,28.0178514522438,Jump Shot,0,34,3
Jump Shot,False,0,-23,1,Indiana,20,25,2,364,1564,23.021728866442675,Jump Shot,4,34,3
Free Throw - 1 of 2,True,1,-214748365,-214748365,Atlanta,20,26,2,352,1552,303700050.28044766,Free Throw,0,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,Atlanta,20,27,2,352,1552,303700050.28044766,Free Throw,0,18,1
Driving Layup Shot,False,0,0,1,Indiana,20,27,2,341,1541,1.0,Layup,4,10,4
Jump Shot,True,2,-13,11,Indiana,22,27,2,312,1512,17.029386365926403,Jump Shot,4,34,3
Jump Shot,False,0,-23,8,Atlanta,22,27,2,292,1492,24.351591323771842,Jump Shot,0,34,3
Driving Finger Roll Layup,True,2,1,2,Indiana,24,27,2,272,1472,2.23606797749979,Layup,4,5,4
Driving Finger Roll Layup,True,2,1,2,Atlanta,24,29,2,258,1458,2.23606797749979,Layup,0,5,4
Jump Shot,False,0,-12,-1,Atlanta,24,29,2,234,1434,12.041594578792296,Jump Shot,0,34,3
Free Throw - 1 of 2,True,1,-214748365,-214748365,Atlanta,24,30,2,232,1432,303700050.28044766,Free Throw,0,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,Atlanta,24,31,2,232,1432,303700050.28044766,Free Throw,0,18,1
Jump Shot,True,3,20,16,Indiana,27,31,2,221,1421,25.612496949731394,Jump Shot,4,34,3
Fade Away Jump Shot,True,2,3,6,Atlanta,27,33,2,204,1404,6.708203932499369,Jump Shot,0,12,3
Layup Driving Reverse,True,2,1,1,Indiana,29,33,2,191,1391,1.4142135623730951,Layup,4,36,4
Turnaround Jump Shot,True,2,2,10,Atlanta,29,35,2,181,1381,10.198039027185569,Jump Shot,0,57,3
Driving Finger Roll Layup,True,2,0,1,Indiana,31,35,2,156,1356,1.0,Layup,4,5,4
Jump Shot,True,2,4,18,Indiana,33,35,2,134,1334,18.439088914585774,Jump Shot,4,34,3
Free Throw - 1 of 2,False,0,-214748365,-214748365,Atlanta,33,35,2,118,1318,303700050.28044766,Free Throw,0,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,Atlanta,33,36,2,118,1318,303700050.28044766,Free Throw,0,18,1
Driving Floating Jump Shot,False,0,7,2,Indiana,33,36,2,106,1306,7.280109889280518,,4,7,7
Driving Finger Roll Layup,False,0,-1,2,Indiana,33,36,2,80,1280,2.23606797749979,Layup,4,5,4
Jump Shot,False,0,-20,13,Atlanta,33,36,2,44,1244,23.853720883753127,Jump Shot,0,34,3
Jump Shot,False,0,3,17,Indiana,33,36,2,35,1235,17.26267650163207,Jump Shot,4,34,3
Jump Shot,True,3,19,17,Indiana,36,36,2,30,1230,25.495097567963924,Jump Shot,4,34,3
Pullup Jump Shot,False,0,7,17,Atlanta,36,36,2,6,1206,18.384776310850235,Jump Shot,0,42,3
Jump Shot Bank,False,0,-15,21,Atlanta,36,36,2,0,1200,25.80697580112788,,0,35,7
Pullup Jump Shot,False,0,-19,6,Indiana,36,36,3,586,1186,19.924858845171276,Jump Shot,4,42,3
Free Throw - Technical,False,0,-214748365,-214748365,Atlanta,36,36,3,572,1172,303700050.28044766,Free Throw,0,29,1
Pullup Jump Shot,True,2,-7,1,Indiana,38,36,3,550,1150,7.0710678118654755,Jump Shot,4,42,3
Jump Shot,True,3,-15,22,Atlanta,38,39,3,538,1138,26.627053911388696,Jump Shot,0,34,3
Jump Shot,True,3,-13,24,Atlanta,38,42,3,497,1097,27.294688127912362,Jump Shot,0,34,3
Free Throw - 1 of 2,False,0,-214748365,-214748365,Indiana,38,42,3,477,1077,303700050.28044766,Free Throw,4,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,Indiana,39,42,3,477,1077,303700050.28044766,Free Throw,4,18,1
Jump Shot,True,3,-19,20,Atlanta,39,45,3,460,1060,27.586228448267445,Jump Shot,0,34,3
Running Layup Shot,True,2,1,2,Atlanta,39,47,3,437,1037,2.23606797749979,Layup,0,48,4
Jump Shot,False,0,17,21,Indiana,39,47,3,421,1021,27.018512172212592,Jump Shot,4,34,3
Cutting Finger Roll Layup Shot,True,2,1,2,Atlanta,39,49,3,408,1008,2.23606797749979,Layup,0,2,4
Free Throw - 1 of 1,True,1,-214748365,-214748365,Atlanta,39,50,3,408,1008,303700050.28044766,Free Throw,0,15,1
Running Jump Shot,True,2,-3,16,Atlanta,39,52,3,391,991,16.278820596099706,,0,47,7
Driving Layup Shot,True,2,7,2,Indiana,41,52,3,374,974,7.280109889280518,Layup,4,10,4
Free Throw - 1 of 1,True,1,-214748365,-214748365,Indiana,42,52,3,374,974,303700050.28044766,Free Throw,4,15,1
Cutting Layup Shot,False,0,1,2,Atlanta,42,52,3,359,959,2.23606797749979,Layup,0,3,4
Jump Shot,False,0,4,26,Atlanta,42,52,3,346,946,26.30589287593181,Jump Shot,0,34,3
Running Pullup Jump Shot,True,2,1,18,Indiana,44,52,3,337,937,18.027756377319946,,4,49,7
Jump Shot,False,0,24,2,Atlanta,44,52,3,327,927,24.08318915758459,Jump Shot,0,34,3
Driving Floating Jump Shot,False,0,1,6,Atlanta,44,52,3,298,898,6.082762530298219,,0,7,7
Turnaround Bank Jump Shot,False,0,-3,3,Indiana,44,52,3,286,886,4.242640687119285,Jump Shot,4,53,3
Reverse Layup Shot,False,0,1,1,Atlanta,44,52,3,275,875,1.4142135623730951,Layup,0,43,4
Running Layup Shot,True,2,0,1,Indiana,46,52,3,269,869,1.0,Layup,4,48,4
Step Back Jump Shot,False,0,-15,11,Atlanta,46,52,3,243,843,18.601075237738275,Jump Shot,0,51,3
Turnaround Jump Shot,True,2,6,4,Indiana,48,52,3,223,823,7.211102550927978,Jump Shot,4,57,3
Pullup Jump Shot,True,3,-2,25,Indiana,51,52,3,193,793,25.079872407968907,Jump Shot,4,42,3
Step Back Jump Shot,True,3,11,24,Atlanta,51,55,3,180,780,26.40075756488817,Jump Shot,0,51,3
Running Layup Shot,True,2,-1,3,Atlanta,51,57,3,161,761,3.1622776601683795,Layup,0,48,4
Jump Shot,False,0,14,22,Indiana,51,57,3,143,743,26.076809620810597,Jump Shot,4,34,3
Free Throw - 1 of 2,True,1,-214748365,-214748365,Atlanta,51,58,3,138,738,303700050.28044766,Free Throw,0,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,Atlanta,51,59,3,138,738,303700050.28044766,Free Throw,0,18,1
Jump Shot,True,3,20,17,Indiana,54,59,3,125,725,26.248809496813376,Jump Shot,4,34,3
Fade Away Jump Shot,True,2,-1,13,Atlanta,54,61,3,103,703,13.038404810405298,Jump Shot,0,12,3
Jump Shot,True,3,-12,20,Indiana,57,61,3,93,693,23.323807579381203,Jump Shot,4,34,3
Pullup Jump Shot,False,0,-13,23,Atlanta,57,61,3,79,679,26.419689627245813,Jump Shot,0,42,3
Driving Floating Jump Shot,True,2,0,3,Atlanta,57,63,3,53,653,3.0,,0,7,7
Driving Layup Shot,False,0,0,-1,Indiana,57,63,3,29,629,1.0,Layup,4,10,4
Tip Shot,False,0,-1,0,Indiana,57,63,3,26,626,1.0,Tip Shot,4,52,6
Driving Layup Shot,False,0,1,1,Indiana,57,63,3,6,606,1.4142135623730951,Layup,4,10,4
Layup Shot,False,0,1,0,Indiana,57,63,3,3,603,1.0,Layup,4,38,4
Pullup Jump Shot,False,0,-2,24,Indiana,57,63,3,0,600,24.08318915758459,Jump Shot,4,42,3
Free Throw - 1 of 2,True,1,-214748365,-214748365,Atlanta,57,64,4,587,587,303700050.28044766,Free Throw,0,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,Atlanta,57,65,4,587,587,303700050.28044766,Free Throw,0,18,1
Running Jump Shot,False,0,-3,7,Atlanta,57,65,4,569,569,7.615773105863909,,0,47,7
Jump Shot,True,3,23,3,Indiana,60,65,4,555,555,23.194827009486403,Jump Shot,4,34,3
Driving Layup Shot,True,2,0,1,Atlanta,60,67,4,537,537,1.0,Layup,0,10,4
Jump Shot,False,0,4,19,Indiana,60,67,4,515,515,19.4164878389476,Jump Shot,4,34,3
Pullup Jump Shot,True,3,-10,23,Indiana,63,67,4,506,506,25.079872407968907,Jump Shot,4,42,3
Jump Shot,False,0,12,22,Indiana,63,67,4,483,483,25.059928172283335,Jump Shot,4,34,3
Jump Shot,False,0,20,16,Indiana,63,67,4,478,478,25.612496949731394,Jump Shot,4,34,3
Free Throw - 1 of 2,False,0,-214748365,-214748365,Atlanta,63,67,4,459,459,303700050.28044766,Free Throw,0,16,1
Free Throw - 2 of 2,False,0,-214748365,-214748365,Atlanta,63,67,4,459,459,303700050.28044766,Free Throw,0,18,1
Free Throw - 1 of 2,False,0,-214748365,-214748365,Indiana,63,67,4,440,440,303700050.28044766,Free Throw,4,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,Indiana,64,67,4,440,440,303700050.28044766,Free Throw,4,18,1
Floating Jump Shot,True,2,-1,7,Atlanta,64,69,4,417,417,7.0710678118654755,,0,14,7
Pullup Jump Shot,False,0,-15,-2,Indiana,64,69,4,399,399,15.132745950421556,Jump Shot,4,42,3
Free Throw - 1 of 2,True,1,-214748365,-214748365,Atlanta,64,70,4,389,389,303700050.28044766,Free Throw,0,16,1
Free Throw - 2 of 2,False,0,-214748365,-214748365,Atlanta,64,70,4,389,389,303700050.28044766,Free Throw,0,18,1
Floating Jump Shot,True,2,2,5,Indiana,66,70,4,380,380,5.385164807134504,,4,14,7
Jump Shot,True,2,11,4,Atlanta,66,72,4,356,356,11.704699910719626,Jump Shot,0,34,3
Jump Shot,False,0,-17,12,Atlanta,66,72,4,323,323,20.808652046684813,Jump Shot,0,34,3
Jump Shot,True,3,20,17,Indiana,69,72,4,307,307,26.248809496813376,Jump Shot,4,34,3
Driving Floating Jump Shot,True,2,0,5,Atlanta,69,74,4,288,288,5.0,,0,7,7
Free Throw - Clear Path 1 of 2,True,1,-214748365,-214748365,Atlanta,69,75,4,271,271,303700050.28044766,Free Throw,0,21,1
Free Throw - Clear Path 2 of 2,False,0,-214748365,-214748365,Atlanta,69,75,4,271,271,303700050.28044766,Free Throw,0,22,1
Reverse Layup Shot,False,0,1,0,Indiana,69,75,4,235,235,1.0,Layup,4,43,4
Layup Shot Putback,True,2,1,0,Indiana,71,75,4,233,233,1.0,Layup,4,39,4
Layup Shot,False,0,-1,1,Atlanta,71,75,4,201,201,1.4142135623730951,Layup,0,38,4
Cutting Layup Shot,True,2,1,2,Indiana,73,75,4,185,185,2.23606797749979,Layup,4,3,4
Jump Shot,False,0,-8,12,Atlanta,73,75,4,175,175,14.422205101855956,Jump Shot,0,34,3
Pullup Jump Shot,False,0,12,15,Indiana,73,75,4,162,162,19.209372712298546,Jump Shot,4,42,3
Fade Away Jump Shot,True,2,-13,1,Atlanta,73,77,4,145,145,13.038404810405298,Jump Shot,0,12,3
Jump Shot,True,3,-23,-1,Indiana,76,77,4,130,130,23.021728866442675,Jump Shot,4,34,3
Driving Layup Shot,False,0,0,-1,Atlanta,76,77,4,105,105,1.0,Layup,0,10,4
Layup Shot,True,2,1,1,Atlanta,76,79,4,103,103,1.4142135623730951,Layup,0,38,4
Jump Shot,False,0,2,26,Indiana,76,79,4,89,89,26.076809620810597,Jump Shot,4,34,3
Driving Layup Shot,False,0,2,2,Indiana,76,79,4,79,79,2.8284271247461903,Layup,4,10,4
Turnaround Jump Shot,False,0,-11,4,Atlanta,76,79,4,58,58,11.704699910719626,Jump Shot,0,57,3
Layup Shot Putback,True,2,0,0,Atlanta,76,81,4,55,55,0.0,Layup,0,39,4
Free Throw - 1 of 3,True,1,-214748365,-214748365,Indiana,77,81,4,47,47,303700050.28044766,Free Throw,4,17,1
Free Throw - 2 of 3,True,1,-214748365,-214748365,Indiana,78,81,4,47,47,303700050.28044766,Free Throw,4,19,1
Free Throw - 3 of 3,True,1,-214748365,-214748365,Indiana,79,81,4,47,47,303700050.28044766,Free Throw,4,20,1
Jump Shot,False,0,-17,19,Atlanta,79,81,4,25,25,25.495097567963924,Jump Shot,0,34,3
Free Throw - 1 of 2,True,1,-214748365,-214748365,Atlanta,79,82,4,20,20,303700050.28044766,Free Throw,0,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,Atlanta,79,83,4,20,20,303700050.28044766,Free Throw,0,18,1
Pullup Jump Shot,False,0,22,12,Indiana,79,83,4,14,14,25.059928172283335,Jump Shot,4,42,3
Free Throw - 1 of 2,True,1,-214748365,-214748365,Atlanta,79,84,4,11,11,303700050.28044766,Free Throw,0,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,Atlanta,79,85,4,11,11,303700050.28044766,Free Throw,0,18,1
Step Back Jump Shot,False,0,11,24,Indiana,79,85,4,7,7,26.40075756488817,Jump Shot,4,51,3
Pullup Jump Shot,False,0,14,8,Connecticut,0,0,1,585,2385,16.1245154965971,Jump Shot,2,42,3
Turnaround Jump Shot,False,0,-12,3,Connecticut,0,0,1,562,2362,12.36931687685298,Jump Shot,2,57,3
Jump Shot,True,3,-23,5,New York,3,0,1,552,2352,23.53720459187964,Jump Shot,8,34,3
Free Throw - 1 of 2,True,1,-214748365,-214748365,Connecticut,3,1,1,519,2319,303700050.28044766,Free Throw,2,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,Connecticut,3,2,1,519,2319,303700050.28044766,Free Throw,2,18,1
Jump Shot,False,0,22,10,New York,3,2,1,506,2306,24.166091947189145,Jump Shot,8,34,3
Driving Layup Shot,False,0,-1,2,Connecticut,3,2,1,494,2294,2.23606797749979,Layup,2,10,4
Running Layup Shot,False,0,-1,2,Connecticut,3,2,1,481,2281,2.23606797749979,Layup,2,48,4
Turnaround Fade Away Jump Shot,True,2,2,5,New York,5,2,1,465,2265,5.385164807134504,Jump Shot,8,54,3
Jump Shot,False,0,-19,14,Connecticut,5,2,1,437,2237,23.600847442411894,Jump Shot,2,34,3
Running Layup Shot,True,2,-2,3,New York,7,2,1,406,2206,3.605551275463989,Layup,8,48,4
Pullup Jump Shot,False,0,11,12,Connecticut,7,2,1,394,2194,16.278820596099706,Jump Shot,2,42,3
Jump Shot,True,3,-14,21,New York,10,2,1,382,2182,25.238858928247925,Jump Shot,8,34,3
Driving Floating Jump Shot,False,0,-6,9,Connecticut,10,2,1,369,2169,10.816653826391969,,2,7,7
Hook Turnaround Bank,True,2,6,2,Connecticut,10,4,1,344,2144,6.324555320336759,Hook Shot,2,33,2
Driving Layup Shot,True,2,2,3,Connecticut,10,6,1,313,2113,3.605551275463989,Layup,2,10,4
Layup Driving Reverse,False,0,0,3,New York,10,6,1,286,2086,3.0,Layup,8,36,4
Free Throw - 1 of 2,True,1,-214748365,-214748365,Connecticut,10,7,1,280,2080,303700050.28044766,Free Throw,2,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,Connecticut,10,8,1,280,2080,303700050.28044766,Free Throw,2,18,1
Pullup Jump Shot,False,0,-12,14,Connecticut,10,8,1,258,2058,18.439088914585774,Jump Shot,2,42,3
Driving Floating Jump Shot,True,2,3,10,New York,12,8,1,242,2042,10.44030650891055,,8,7,7
Cutting Layup Shot,False,0,1,3,Connecticut,12,8,1,224,2024,3.1622776601683795,Layup,2,3,4
Running Pullup Jump Shot,False,0,16,19,New York,12,8,1,217,2017,24.839484696748443,,8,49,7
Driving Layup Shot,False,0,1,3,Connecticut,12,8,1,206,2006,3.1622776601683795,Layup,2,10,4
