shot_type,made_shot,shot_value,coordinate_x,coordinate_y,shooting_team,home_score,away_score,qtr,quarter_seconds_remaining,game_seconds_remaining,distance,shot_group,shooting_team_encoded,shot_type_encoded,shot_group_encoded
Pullup Jump Shot,True,2,-10,20,Los Angeles,61,49,3,59,659,22.360679774997898,Jump Shot,6,42,3
Free Throw - 1 of 2,True,1,-214748365,-214748365,Washington,61,50,3,40,640,303700050.28044766,Free Throw,13,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,Washington,61,51,3,40,640,303700050.28044766,Free Throw,13,18,1
Free Throw - 1 of 2,True,1,-214748365,-214748365,Los Angeles,62,51,3,22,622,303700050.28044766,Free Throw,6,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,Los Angeles,63,51,3,22,622,303700050.28044766,Free Throw,6,18,1
Cutting Layup Shot,False,0,0,2,Washington,63,51,3,2,602,2.0,Layup,13,3,4
Jump Shot,False,0,0,31,Los Angeles,63,51,3,0,600,31.0,Jump Shot,6,34,3
Driving Layup Shot,True,2,2,2,Washington,63,53,4,582,582,2.8284271247461903,Layup,13,10,4
Free Throw - 1 of 1,True,1,-214748365,-214748365,Washington,63,54,4,582,582,303700050.28044766,Free Throw,13,15,1
Layup Shot,True,2,2,4,Los Angeles,65,54,4,565,565,4.47213595499958,Layup,6,38,4
Free Throw - Technical,True,1,-214748365,-214748365,Washington,65,55,4,545,545,303700050.28044766,Free Throw,13,29,1
Pullup Jump Shot,False,0,-13,5,Washington,65,55,4,535,535,13.92838827718412,Jump Shot,13,42,3
Turnaround Hook Shot,False,0,-1,9,Los Angeles,65,55,4,526,526,9.055385138137417,Hook Shot,6,56,2
Running Layup Shot,True,2,1,0,Washington,65,57,4,520,520,1.0,Layup,13,48,4
Jump Shot,True,3,-23,2,Los Angeles,68,57,4,502,502,23.08679276123039,Jump Shot,6,34,3
Driving Layup Shot,False,0,-2,4,Los Angeles,68,57,4,461,461,4.47213595499958,Layup,6,10,4
Tip Shot,True,2,0,1,Los Angeles,70,57,4,455,455,1.0,Tip Shot,6,52,6
Turnaround Jump Shot,False,0,4,8,Washington,70,57,4,434,434,8.94427190999916,Jump Shot,13,57,3
Jump Shot,False,0,6,24,Washington,70,57,4,429,429,24.73863375370596,Jump Shot,13,34,3
Pullup Jump Shot,False,0,12,22,Los Angeles,70,57,4,408,408,25.059928172283335,Jump Shot,6,42,3
Jump Shot,True,3,16,18,Los Angeles,73,57,4,383,383,24.08318915758459,Jump Shot,6,34,3
Pullup Jump Shot,False,0,5,8,Washington,73,57,4,362,362,9.433981132056603,Jump Shot,13,42,3
Running Layup Shot,True,2,0,2,Washington,73,59,4,337,337,2.0,Layup,13,48,4
Driving Layup Shot,False,0,-3,5,Los Angeles,73,59,4,320,320,5.830951894845301,Layup,6,10,4
Turnaround Hook Shot,True,2,2,8,Washington,73,61,4,291,291,8.246211251235321,Hook Shot,13,56,2
Jump Shot,False,0,-22,1,Los Angeles,75,61,4,275,275,22.02271554554524,Jump Shot,6,34,3
Jump Shot,False,0,-23,-2,Washington,75,61,4,263,263,23.08679276123039,Jump Shot,13,34,3
Layup Shot Putback,False,0,-1,1,Washington,75,61,4,257,257,1.4142135623730951,Layup,13,39,4
Free Throw - Technical,True,1,-214748365,-214748365,Los Angeles,76,61,4,256,256,303700050.28044766,Free Throw,6,29,1
Free Throw - Technical,True,1,-214748365,-214748365,Los Angeles,77,61,4,256,256,303700050.28044766,Free Throw,6,29,1
Jump Shot,True,3,15,19,Washington,77,64,4,226,226,24.20743687382041,Jump Shot,13,34,3
Pullup Jump Shot,True,3,-4,24,Washington,75,67,4,207,207,24.331050121192877,Jump Shot,13,42,3
Pullup Jump Shot,True,2,6,17,Los Angeles,79,67,4,190,190,18.027756377319946,Jump Shot,6,42,3
Pullup Jump Shot,True,3,-23,0,Washington,77,70,4,178,178,23.0,Jump Shot,13,42,3
Free Throw - 1 of 1,True,1,-214748365,-214748365,Washington,79,71,4,178,178,303700050.28044766,Free Throw,13,15,1
Pullup Jump Shot,False,0,-17,17,Washington,77,71,4,144,144,24.041630560342615,Jump Shot,13,42,3
Pullup Jump Shot,True,2,13,3,Los Angeles,79,71,4,119,119,13.341664064126334,Jump Shot,6,42,3
Pullup Jump Shot,False,0,-22,9,Washington,79,71,4,109,109,23.769728648009426,Jump Shot,13,42,3
Jump Shot,True,3,16,18,Washington,79,74,4,104,104,24.08318915758459,Jump Shot,13,34,3
Free Throw - 1 of 2,False,0,-214748365,-214748365,Los Angeles,79,74,4,91,91,303700050.28044766,Free Throw,6,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,Los Angeles,80,74,4,91,91,303700050.28044766,Free Throw,6,18,1
Driving Floating Jump Shot,False,0,16,1,Washington,80,74,4,60,60,16.0312195418814,,13,7,7
Jump Shot,True,2,-7,2,Washington,80,76,4,58,58,7.280109889280518,Jump Shot,13,34,3
Floating Jump Shot,False,0,-4,9,Los Angeles,80,76,4,34,34,9.848857801796104,,6,14,7
Free Throw - 1 of 2,True,1,-214748365,-214748365,Washington,80,77,4,24,24,303700050.28044766,Free Throw,13,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,Washington,80,78,4,24,24,303700050.28044766,Free Throw,13,18,1
Free Throw - 1 of 2,True,1,-214748365,-214748365,Los Angeles,81,78,4,22,22,303700050.28044766,Free Throw,6,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,Los Angeles,82,78,4,22,22,303700050.28044766,Free Throw,6,18,1
Jump Shot,True,3,10,21,Washington,82,81,4,13,13,23.259406699226016,Jump Shot,13,34,3
Free Throw - 1 of 2,True,1,-214748365,-214748365,Los Angeles,83,81,4,10,10,303700050.28044766,Free Throw,6,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,Los Angeles,84,81,4,10,10,303700050.28044766,Free Throw,6,18,1
Free Throw - 1 of 3,True,1,-214748365,-214748365,Washington,84,82,4,2,2,303700050.28044766,Free Throw,13,17,1
Free Throw - 2 of 3,False,0,-214748365,-214748365,Washington,84,82,4,2,2,303700050.28044766,Free Throw,13,19,1
Free Throw - 3 of 3,False,0,-214748365,-214748365,Washington,84,82,4,2,2,303700050.28044766,Free Throw,13,20,1
Pullup Jump Shot,False,0,-16,25,New York,0,0,1,574,2374,29.68164415931166,Jump Shot,8,42,3
Running Jump Shot,False,0,22,4,Connecticut,0,0,1,551,2351,22.360679774997898,,2,47,7
Layup Shot Putback,True,2,1,1,Connecticut,2,0,1,547,2347,1.4142135623730951,Layup,2,39,4
Jump Shot,False,0,6,4,Connecticut,2,0,1,518,2318,7.211102550927978,Jump Shot,2,34,3
Cutting Layup Shot,True,2,2,-1,New York,2,2,1,509,2309,2.23606797749979,Layup,8,3,4
Step Back Jump Shot,False,0,-19,2,Connecticut,2,2,1,486,2286,19.1049731745428,Jump Shot,2,51,3
Pullup Jump Shot,True,3,2,25,New York,2,5,1,468,2268,25.079872407968907,Jump Shot,8,42,3
Jump Shot,False,0,23,1,Connecticut,2,5,1,445,2245,23.021728866442675,Jump Shot,2,34,3
Pullup Jump Shot,False,0,10,23,New York,2,5,1,430,2230,25.079872407968907,Jump Shot,8,42,3
Layup Shot,True,2,0,1,Connecticut,4,5,1,420,2220,1.0,Layup,2,38,4
Pullup Jump Shot,True,2,-14,-2,New York,4,7,1,403,2203,14.142135623730951,Jump Shot,8,42,3
Cutting Layup Shot,False,0,1,2,Connecticut,4,7,1,385,2185,2.23606797749979,Layup,2,3,4
Turnaround Jump Shot,True,2,13,4,New York,4,9,1,368,2168,13.601470508735444,Jump Shot,8,57,3
Free Throw - 1 of 1,True,1,-214748365,-214748365,New York,4,10,1,368,2168,303700050.28044766,Free Throw,8,15,1
Jump Shot,False,0,-15,20,Connecticut,4,10,1,355,2155,25.0,Jump Shot,2,34,3
Cutting Layup Shot,True,2,1,0,Connecticut,6,10,1,351,2151,1.0,Layup,2,3,4
Free Throw - 1 of 1,False,0,-214748365,-214748365,Connecticut,6,10,1,351,2151,303700050.28044766,Free Throw,2,15,1
Jump Shot,False,0,18,22,New York,6,10,1,328,2128,28.42534080710379,Jump Shot,8,34,3
Driving Layup Shot,True,2,-2,1,New York,6,12,1,317,2117,2.23606797749979,Layup,8,10,4
Driving Layup Shot,False,0,2,6,Connecticut,6,12,1,303,2103,6.324555320336759,Layup,2,10,4
Turnaround Fade Away Jump Shot,False,0,0,11,Connecticut,6,12,1,299,2099,11.0,Jump Shot,2,54,3
Jump Shot,True,3,14,21,New York,6,15,1,288,2088,25.238858928247925,Jump Shot,8,34,3
Pullup Jump Shot,True,2,-8,10,Connecticut,8,15,1,274,2074,12.806248474865697,Jump Shot,2,42,3
Pullup Jump Shot,False,0,3,17,New York,8,15,1,260,2060,17.26267650163207,Jump Shot,8,42,3
Jump Shot,False,0,-10,23,Connecticut,8,15,1,245,2045,25.079872407968907,Jump Shot,2,34,3
Jump Shot,False,0,18,17,New York,8,15,1,231,2031,24.758836806279895,Jump Shot,8,34,3
Jump Shot,True,3,-12,22,Connecticut,11,15,1,216,2016,25.059928172283335,Jump Shot,2,34,3
Driving Layup Shot,False,0,2,2,Connecticut,11,15,1,187,1987,2.8284271247461903,Layup,2,10,4
Layup Shot Putback,True,2,0,0,Connecticut,13,15,1,182,1982,0.0,Layup,2,39,4
Driving Layup Shot,False,0,1,2,New York,13,15,1,161,1961,2.23606797749979,Layup,8,10,4
Jump Shot,False,0,21,11,Connecticut,13,15,1,145,1945,23.706539182259394,Jump Shot,2,34,3
Fade Away Jump Shot,True,2,0,2,New York,13,17,1,130,1930,2.0,Jump Shot,8,12,3
Layup Driving Reverse,True,2,1,0,New York,13,19,1,100,1900,1.0,Layup,8,36,4
Jump Shot,False,0,14,4,Connecticut,13,19,1,83,1883,14.560219778561036,Jump Shot,2,34,3
Layup Shot Putback,False,0,0,0,Connecticut,13,19,1,76,1876,0.0,Layup,2,39,4
Running Layup Shot,False,0,-3,0,New York,13,19,1,69,1869,3.0,Layup,8,48,4
Jump Shot,True,3,22,17,New York,13,22,1,62,1862,27.80287754891569,Jump Shot,8,34,3
Jump Shot,True,2,14,2,Connecticut,15,22,1,40,1840,14.142135623730951,Jump Shot,2,34,3
Turnaround Fade Away Jump Shot,True,2,0,5,New York,15,24,1,24,1824,5.0,Jump Shot,8,54,3
Jump Shot,True,2,-3,14,Connecticut,17,24,1,18,1818,14.317821063276353,Jump Shot,2,34,3
Pullup Jump Shot,True,3,-1,24,New York,17,27,1,0,1800,24.020824298928627,Jump Shot,8,42,3
Jump Shot,False,0,-12,3,Connecticut,17,27,2,586,1786,12.36931687685298,Jump Shot,2,34,3
Jump Shot,True,3,21,11,Connecticut,20,27,2,581,1781,23.706539182259394,Jump Shot,2,34,3
Jump Shot,False,0,16,20,New York,20,27,2,556,1756,25.612496949731394,Jump Shot,8,34,3
Driving Floating Jump Shot,False,0,1,6,New York,20,27,2,524,1724,6.082762530298219,,8,7,7
Layup Shot,False,0,2,5,Connecticut,20,27,2,517,1717,5.385164807134504,Layup,2,38,4
Pullup Bank Jump Shot,True,2,-9,17,Connecticut,22,27,2,508,1708,19.235384061671343,Jump Shot,2,41,3
Jump Shot,False,0,-7,23,New York,22,27,2,486,1686,24.041630560342615,Jump Shot,8,34,3
Jump Shot,False,0,6,24,New York,22,27,2,483,1683,24.73863375370596,Jump Shot,8,34,3
Driving Floating Jump Shot,True,2,-1,10,Connecticut,24,27,2,468,1668,10.04987562112089,,2,7,7
Pullup Jump Shot,False,0,0,12,New York,24,27,2,444,1644,12.0,Jump Shot,8,42,3
Layup Driving Reverse,True,2,-1,2,Connecticut,26,27,2,423,1623,2.23606797749979,Layup,2,36,4
Jump Shot,False,0,-3,26,New York,26,27,2,407,1607,26.1725046566048,Jump Shot,8,34,3
Layup Shot,True,2,-1,1,Connecticut,28,27,2,394,1594,1.4142135623730951,Layup,2,38,4
Jump Shot,True,3,17,18,New York,28,30,2,380,1580,24.758836806279895,Jump Shot,8,34,3
Pullup Jump Shot,True,2,-1,18,Connecticut,30,30,2,362,1562,18.027756377319946,Jump Shot,2,42,3
Jump Shot,True,3,23,4,New York,30,33,2,348,1548,23.345235059857504,Jump Shot,8,34,3
Pullup Jump Shot,False,0,11,22,Connecticut,30,33,2,333,1533,24.596747752497688,Jump Shot,2,42,3
Jump Shot,False,0,-10,11,Connecticut,30,33,2,321,1521,14.866068747318506,Jump Shot,2,34,3
Reverse Layup Shot,False,0,0,1,Connecticut,30,33,2,317,1517,1.0,Layup,2,43,4
Jump Shot,True,3,22,10,New York,30,36,2,300,1500,24.166091947189145,Jump Shot,8,34,3
Free Throw - 1 of 2,True,1,-214748365,-214748365,Connecticut,31,36,2,289,1489,303700050.28044766,Free Throw,2,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,Connecticut,32,36,2,289,1489,303700050.28044766,Free Throw,2,18,1
Jump Shot,False,0,-18,19,New York,32,36,2,279,1479,26.1725046566048,Jump Shot,8,34,3
Floating Jump Shot,True,2,-1,1,New York,32,38,2,255,1455,1.4142135623730951,,8,14,7
Driving Layup Shot,True,2,0,2,Connecticut,34,38,2,242,1442,2.0,Layup,2,10,4
Pullup Jump Shot,True,3,2,25,New York,34,41,2,230,1430,25.079872407968907,Jump Shot,8,42,3
Jump Shot,False,0,-13,13,Connecticut,34,41,2,211,1411,18.384776310850235,Jump Shot,2,34,3
Jump Shot,True,3,-24,2,New York,34,44,2,198,1398,24.08318915758459,Jump Shot,8,34,3
Driving Layup Shot,False,0,-2,1,Connecticut,34,44,2,182,1382,2.23606797749979,Layup,2,10,4
Jump Shot,True,3,20,16,New York,34,47,2,168,1368,25.612496949731394,Jump Shot,8,34,3
Floating Jump Shot,True,2,7,0,Connecticut,36,47,2,151,1351,7.0,,2,14,7
Pullup Bank Jump Shot,True,2,-4,0,New York,36,49,2,135,1335,4.0,Jump Shot,8,41,3
Driving Layup Shot,False,0,-2,5,Connecticut,36,49,2,125,1325,5.385164807134504,Layup,2,10,4
Running Alley Oop Layup Shot,False,0,2,-1,New York,36,49,2,119,1319,2.23606797749979,Layup,8,44,4
Running Layup Shot,True,2,0,0,Connecticut,38,49,2,111,1311,0.0,Layup,2,48,4
Driving Floating Jump Shot,False,0,-3,6,New York,38,49,2,100,1300,6.708203932499369,,8,7,7
Jump Shot,False,0,23,5,New York,38,49,2,96,1296,23.53720459187964,Jump Shot,8,34,3
Driving Layup Shot,True,2,-1,1,Connecticut,40,49,2,85,1285,1.4142135623730951,Layup,2,10,4
Cutting Layup Shot,True,2,1,1,Connecticut,42,49,2,54,1254,1.4142135623730951,Layup,2,3,4
Free Throw - 1 of 2,True,1,-214748365,-214748365,New York,42,50,2,44,1244,303700050.28044766,Free Throw,8,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,New York,42,51,2,44,1244,303700050.28044766,Free Throw,8,18,1
Pullup Jump Shot,False,0,13,9,Connecticut,42,51,2,30,1230,15.811388300841896,Jump Shot,2,42,3
Pullup Jump Shot,False,0,-10,25,New York,42,51,2,8,1208,26.92582403567252,Jump Shot,8,42,3
Pullup Jump Shot,False,0,-10,12,New York,42,51,2,5,1205,15.620499351813308,Jump Shot,8,42,3
Driving Layup Shot,False,0,1,6,New York,42,51,2,0,1200,6.082762530298219,Layup,8,10,4
Driving Layup Shot,False,0,0,0,Connecticut,42,51,3,579,1179,0.0,Layup,2,10,4
Turnaround Fade Away Jump Shot,False,0,-3,8,New York,42,51,3,553,1153,8.54400374531753,Jump Shot,8,54,3
Layup Shot,True,2,1,-1,Connecticut,44,51,3,529,1129,1.4142135623730951,Layup,2,38,4
Driving Floating Jump Shot,False,0,7,2,New York,44,51,3,503,1103,7.280109889280518,,8,7,7
Driving Layup Shot,True,2,1,0,Connecticut,46,51,3,481,1081,1.0,Layup,2,10,4
Driving Layup Shot,False,0,0,1,Connecticut,46,51,3,444,1044,1.0,Layup,2,10,4
Pullup Jump Shot,False,0,-8,17,New York,46,51,3,433,1033,18.788294228055936,Jump Shot,8,42,3
Turnaround Bank Jump Shot,False,0,-3,0,Connecticut,46,51,3,413,1013,3.0,Jump Shot,2,53,3
Pullup Jump Shot,True,3,-18,21,New York,46,54,3,404,1004,27.65863337187866,Jump Shot,8,42,3
Jump Shot,True,3,16,19,Connecticut,49,54,3,386,986,24.839484696748443,Jump Shot,2,34,3
Pullup Jump Shot,True,2,9,7,New York,49,56,3,371,971,11.40175425099138,Jump Shot,8,42,3
Pullup Jump Shot,False,0,-11,17,Connecticut,49,56,3,338,938,20.248456731316587,Jump Shot,2,42,3
Running Layup Shot,False,0,2,-1,Connecticut,49,56,3,321,921,2.23606797749979,Layup,2,48,4
Turnaround Jump Shot,True,2,-2,9,New York,49,58,3,303,903,9.219544457292887,Jump Shot,8,57,3
Free Throw - 1 of 1,False,0,-214748365,-214748365,New York,49,58,3,303,903,303700050.28044766,Free Throw,8,15,1
Driving Finger Roll Layup,True,2,-1,0,Connecticut,51,58,3,294,894,1.0,Layup,2,5,4
Free Throw - 1 of 1,True,1,-214748365,-214748365,Connecticut,52,58,3,294,894,303700050.28044766,Free Throw,2,15,1
Jump Shot,False,0,3,25,New York,52,58,3,280,880,25.179356624028344,Jump Shot,8,34,3
Running Pullup Jump Shot,False,0,13,13,Connecticut,52,58,3,271,871,18.384776310850235,,2,49,7
Turnaround Fade Away Jump Shot,False,0,7,8,New York,52,58,3,257,857,10.63014581273465,Jump Shot,8,54,3
Turnaround Hook Shot,True,2,1,3,Connecticut,54,58,3,244,844,3.1622776601683795,Hook Shot,2,56,2
Cutting Layup Shot,True,2,1,1,New York,54,60,3,227,827,1.4142135623730951,Layup,8,3,4
Cutting Layup Shot,True,2,1,1,New York,54,62,3,192,792,1.4142135623730951,Layup,8,3,4
Pullup Jump Shot,False,0,-14,1,Connecticut,54,62,3,179,779,14.035668847618199,Jump Shot,2,42,3
Pullup Jump Shot,True,3,-16,19,New York,54,65,3,170,770,24.839484696748443,Jump Shot,8,42,3
Driving Floating Jump Shot,False,0,11,2,Connecticut,54,65,3,146,746,11.180339887498949,,2,7,7
Driving Floating Bank Jump Shot,False,0,4,5,New York,54,65,3,126,726,6.4031242374328485,,8,6,7
Free Throw - 1 of 2,True,1,-214748365,-214748365,Connecticut,55,65,3,113,713,303700050.28044766,Free Throw,2,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,Connecticut,56,65,3,113,713,303700050.28044766,Free Throw,2,18,1
Driving Floating Jump Shot,False,0,-3,11,New York,56,65,3,100,700,11.40175425099138,,8,7,7
Layup Shot,False,0,1,3,Connecticut,56,65,3,82,682,3.1622776601683795,Layup,2,38,4
Driving Layup Shot,False,0,-1,9,New York,56,65,3,70,670,9.055385138137417,Layup,8,10,4
Driving Layup Shot,True,2,-1,-1,Connecticut,58,65,3,51,651,1.4142135623730951,Layup,2,10,4
Pullup Jump Shot,False,0,6,25,New York,58,65,3,30,630,25.709920264364882,Jump Shot,8,42,3
Step Back Jump Shot,False,0,-1,25,New York,58,65,4,583,583,25.019992006393608,Jump Shot,8,51,3
Pullup Jump Shot,False,0,6,6,Connecticut,58,65,4,567,567,8.48528137423857,Jump Shot,2,42,3
Layup Shot Putback,False,0,0,0,Connecticut,58,65,4,563,563,0.0,Layup,2,39,4
Pullup Jump Shot,True,2,15,3,New York,58,67,4,550,550,15.297058540778355,Jump Shot,8,42,3
Free Throw - 1 of 2,True,1,-214748365,-214748365,Connecticut,59,67,4,532,532,303700050.28044766,Free Throw,2,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,Connecticut,60,67,4,532,532,303700050.28044766,Free Throw,2,18,1
Cutting Layup Shot,True,2,1,2,New York,60,69,4,522,522,2.23606797749979,Layup,8,3,4
Jump Shot,True,2,2,17,New York,60,71,4,494,494,17.11724276862369,Jump Shot,8,34,3
Free Throw - 1 of 2,True,1,-214748365,-214748365,Connecticut,61,71,4,482,482,303700050.28044766,Free Throw,2,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,Connecticut,62,71,4,482,482,303700050.28044766,Free Throw,2,18,1
Jump Shot,False,0,-17,17,New York,62,71,4,469,469,24.041630560342615,Jump Shot,8,34,3
Driving Layup Shot,False,0,-1,0,Connecticut,62,71,4,448,448,1.0,Layup,2,10,4
Running Jump Shot,True,3,21,14,Connecticut,65,71,4,438,438,25.238858928247925,,2,47,7
Free Throw - 1 of 2,True,1,-214748365,-214748365,Connecticut,66,71,4,401,401,303700050.28044766,Free Throw,2,16,1
Free Throw - 2 of 2,False,0,-214748365,-214748365,Connecticut,66,71,4,401,401,303700050.28044766,Free Throw,2,18,1
Free Throw - 1 of 2,True,1,-214748365,-214748365,New York,66,72,4,381,381,303700050.28044766,Free Throw,8,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,New York,66,73,4,381,381,303700050.28044766,Free Throw,8,18,1
Jump Shot,False,0,-18,15,Connecticut,66,73,4,357,357,23.430749027719962,Jump Shot,2,34,3
Driving Floating Jump Shot,True,2,-1,7,New York,66,75,4,344,344,7.0710678118654755,,8,7,7
Driving Layup Shot,False,0,2,1,Connecticut,66,75,4,302,302,2.23606797749979,Layup,2,10,4
Pullup Jump Shot,False,0,-15,25,New York,66,75,4,284,284,29.154759474226502,Jump Shot,8,42,3
Driving Floating Jump Shot,True,2,-3,1,Connecticut,68,75,4,258,258,3.1622776601683795,,2,7,7
Pullup Jump Shot,False,0,-13,15,Connecticut,68,75,4,228,228,19.849433241279208,Jump Shot,2,42,3
Pullup Jump Shot,False,0,5,8,New York,68,75,4,204,204,9.433981132056603,Jump Shot,8,42,3
Driving Layup Shot,True,2,2,0,Connecticut,70,75,4,192,192,2.0,Layup,2,10,4
Pullup Jump Shot,False,0,16,17,New York,70,75,4,178,178,23.345235059857504,Jump Shot,8,42,3
Pullup Jump Shot,False,0,1,20,New York,70,75,4,160,160,20.024984394500787,Jump Shot,8,42,3
Driving Layup Shot,False,0,6,0,Connecticut,70,75,4,137,137,6.0,Layup,2,10,4
Running Layup Shot,False,0,0,1,New York,70,75,4,131,131,1.0,Layup,8,48,4
Cutting Layup Shot,True,2,-1,1,New York,70,77,4,125,125,1.4142135623730951,Layup,8,3,4
Jump Shot,False,0,-16,18,Connecticut,70,77,4,113,113,24.08318915758459,Jump Shot,2,34,3
Jump Shot,True,3,1,25,New York,70,80,4,89,89,25.019992006393608,Jump Shot,8,34,3
Pullup Jump Shot,False,0,-11,-2,Connecticut,70,80,4,82,82,11.180339887498949,Jump Shot,2,42,3
Layup Shot Putback,False,0,0,0,Connecticut,70,80,4,77,77,0.0,Layup,2,39,4
Jump Shot,False,0,20,15,Connecticut,70,80,4,73,73,25.0,Jump Shot,2,34,3
Pullup Jump Shot,False,0,-20,34,New York,70,80,4,51,51,39.44616584663204,Jump Shot,8,42,3
Running Layup Shot,True,2,2,0,Connecticut,72,80,4,42,42,2.0,Layup,2,48,4
Pullup Jump Shot,False,0,6,33,New York,72,80,4,20,20,33.54101966249684,Jump Shot,8,42,3
Running Layup Shot,True,2,1,-1,Connecticut,74,80,4,14,14,1.4142135623730951,Layup,2,48,4
Free Throw - 1 of 2,True,1,-214748365,-214748365,New York,74,81,4,9,9,303700050.28044766,Free Throw,8,16,1
Free Throw - 2 of 2,False,0,-214748365,-214748365,New York,74,81,4,9,9,303700050.28044766,Free Throw,8,18,1
Jump Shot,False,0,2,25,Connecticut,74,81,4,7,7,25.079872407968907,Jump Shot,2,34,3
Jump Shot,True,3,21,14,Connecticut,77,81,4,1,1,25.238858928247925,Jump Shot,2,34,3
Turnaround Fade Away Jump Shot,True,2,-14,3,Dallas,2,0,1,576,2376,14.317821063276353,Jump Shot,3,54,3
Driving Layup Shot,False,0,-2,5,Indiana,2,0,1,557,2357,5.385164807134504,Layup,4,10,4
Layup Shot Putback,False,0,0,5,Indiana,2,0,1,552,2352,5.0,Layup,4,39,4
Driving Layup Shot,False,0,2,3,Dallas,2,0,1,542,2342,3.605551275463989,Layup,3,10,4
Jump Shot,True,3,-3,23,Dallas,5,0,1,533,2333,23.194827009486403,Jump Shot,3,34,3
Layup Shot,True,2,2,4,Indiana,5,2,1,520,2320,4.47213595499958,Layup,4,38,4
Turnaround Jump Shot,False,0,-9,6,Dallas,5,2,1,502,2302,10.816653826391969,Jump Shot,3,57,3
Driving Layup Shot,True,2,2,3,Indiana,5,4,1,489,2289,3.605551275463989,Layup,4,10,4
Driving Layup Shot,False,0,-6,1,Dallas,5,4,1,472,2272,6.082762530298219,Layup,3,10,4
Driving Floating Jump Shot,True,2,-7,1,Dallas,7,4,1,460,2260,7.0710678118654755,,3,7,7
Jump Shot,False,0,3,26,Indiana,7,4,1,445,2245,26.1725046566048,Jump Shot,4,34,3
Layup Shot,False,0,1,3,Dallas,7,4,1,410,2210,3.1622776601683795,Layup,3,38,4
Free Throw - 1 of 2,True,1,-214748365,-214748365,Dallas,8,4,1,409,2209,303700050.28044766,Free Throw,3,16,1
Free Throw - 2 of 2,True,1,-214748365,-214748365,Dallas,9,4,1,409,2209,303700050.28044766,Free Throw,3,18,1
Jump Shot,False,0,13,23,Indiana,9,4,1,395,2195,26.419689627245813,Jump Shot,4,34,3
Jump Shot,True,3,-17,18,Dallas,12,4,1,382,2182,24.758836806279895,Jump Shot,3,34,3
Layup Driving Reverse,True,2,4,2,Indiana,12,6,1,368,2168,4.47213595499958,Layup,4,36,4
Driving Layup Shot,False,0,-2,0,Dallas,12,6,1,353,2153,2.0,Layup,3,10,4
Jump Shot,True,3,-9,24,Dallas,15,6,1,344,2144,25.632011235952593,Jump Shot,3,34,3
